feature,frequency,rank,docfreq,group
watercraft,196.2796249205189,3618,4,all
consulting,196.09393619624234,3619,84,all
aware,196.07754487707393,3620,79,all
modifying,195.8267476556349,3621,87,all
quorum,195.7460673201429,3622,63,all
seventy-two,195.5551089853781,3623,36,all
wlj,195.50777594879443,3624,15,all
jail-based,195.5077759487944,3625,15,all
approximately,195.46690015864806,3626,85,all
shows,195.39046042234855,3627,93,all
associates,195.28909163236165,3628,23,all
informa,195.26999112931904,3629,33,all
permanently,195.18951850184612,3630,49,all
birthday,195.18951850184607,3631,49,all
assertive,195.18230353159126,3632,38,all
north,194.88421070108078,3633,40,all
jurisdictions,194.7920735526605,3634,62,all
consultant,194.53983874683044,3635,32,all
jobs,194.5398387468304,3636,32,all
office-based,194.51023172561761,3637,8,all
complex,194.48660885037165,3638,84,all
constructed,194.36027522611943,3639,46,all
marked,194.28836642849913,3640,48,all
disruption,194.26955184787766,3641,52,all
injection,194.0542024906222,3642,39,all
insureds,194.01238834437518,3643,34,all
thera,193.85371985491673,3644,28,all
citizen,193.83672445833724,3645,61,all
aircraft,193.74536066427095,3646,19,all
eightieth,193.72781308068497,3647,110,all
urgent,193.69713999181917,3648,68,all
mechanisms,193.5209175302231,3649,73,all
depressive,193.38891249568837,3650,47,all
onset,193.34786431848715,3651,51,all
bidder,193.3023091870048,3652,9,all
memorial,193.25689843726425,3653,33,all
sober,193.2237662966132,3654,14,all
streptococcal,193.15226057591738,3655,15,all
youths,193.12162545802755,3656,30,all
theory,192.95466406047603,3657,40,all
monitored,192.73147158230668,3658,58,all
bridge,192.6136288405333,3659,26,all
dispenses,192.51338209321761,3660,32,all
inactive,192.4364029651403,3661,29,all
obligor,192.43257876442277,3662,3,all
mechanical,191.8822775212987,3663,41,all
pounds,191.88171508067686,3664,8,all
describing,191.8526337584108,3665,73,all
ty-first,191.7464739016363,3666,11,all
owns,191.59620005205278,3667,45,all
knowing,191.52382786265244,3668,51,all
apprentice,191.2891800990376,3669,12,all
adjudged,191.12663658884966,3670,60,all
institutes,191.06714008081457,3671,30,all
dispensary,190.99539909044492,3672,13,all
portability,190.89954798678272,3673,82,all
recreation,190.83573415348212,3674,42,all
nht,190.70675812436698,3675,1,all
practicum,190.70354950010008,3676,44,all
assume,190.57547088678655,3677,70,all
gaps,190.50271738221767,3678,75,all
contingency,190.36719433110653,3679,29,all
fear,190.16149899138256,3680,59,all
contacts,189.8718578984788,3681,55,all
retaining,189.84119955997227,3682,76,all
out-of-state,189.81381763531357,3683,43,all
legacy,189.78665404897916,3684,5,all
accessibility,189.7178059338953,3685,45,all
mixed,189.7178059338953,3685,45,all
dating,189.68482265373572,3687,28,all
combat,189.37318120730066,3688,60,all
favor,189.3731812073005,3689,60,all
phone,189.19297731166432,3690,72,all
relieve,189.0423721222112,3691,56,all
procedural,188.91735157152408,3692,54,all
element,188.90793081313046,3693,80,all
juror,188.83675471315252,3694,12,all
recreational,188.82274198298393,3695,52,all
hazards,188.81616582033234,3696,35,all
b-1,188.75372882536593,3697,46,all
permanency,188.57773581081904,3698,13,all
opiate,188.48687115510984,3699,37,all
producing,188.3268966029939,3700,66,all
operators,188.2275682835845,3701,57,all
cy,188.04463197087273,3702,41,all
frame,187.96239928252095,3703,53,all
verbal,187.84836507879743,3704,74,all
attain,187.83941181573795,3705,45,all
ence,187.83941181573792,3706,45,all
competencies,187.8238762942292,3707,49,all
revisions,187.82387629422917,3708,49,all
judgments,187.65389246071638,3709,36,all
presenting,187.61972582575143,3710,60,all
mission,187.61972582575137,3711,60,all
interaction,187.60850121550845,3712,67,all
alert,187.6003740531451,3713,28,all
recommends,187.51870317616294,3714,72,all
leadership,187.5187031761628,3715,72,all
eighty-two,187.49098499870462,3716,4,all
lenses,187.49098499870462,3716,4,all
fifty-nine,187.33889076302142,3718,10,all
ninety-nine,187.33889076302142,3718,10,all
seq,187.33756700659538,3720,65,all
mandate,187.27941416818976,3721,80,all
pursue,187.0533105885713,3722,83,all
citation,186.98680157133123,3723,19,all
addicts,186.98680157133117,3724,19,all
corpo,186.98680157133117,3724,19,all
reductions,186.92724158920697,3726,44,all
governor's,186.90437133361544,3727,78,all
sixty-nine,186.7660460080873,3728,11,all
initiating,186.61483390660322,3729,66,all
efficiency,186.6148339066032,3730,66,all
program's,186.5396134806685,3731,76,all
unlikely,186.4518365073242,3732,57,all
racism,186.39377455491027,3733,17,all
nurse-midwife,186.3843293272674,3734,12,all
divided,186.29203439099734,3735,39,all
alternate,186.28937001360194,3736,55,all
proprietary,186.28937001360188,3737,55,all
refers,186.28937001360177,3738,55,all
additionally,186.27563392669165,3739,107,all
reliability,186.26372898864753,3740,26,all
inventory,186.155068520189,3741,53,all
extraction,185.58853632469948,3742,21,all
frontline,185.58853632469942,3743,21,all
pornography,185.57021681952463,3744,9,all
fields,185.56269827417253,3745,91,all
equally,185.3189258273046,3746,54,all
conflicting,185.2985761578175,3747,112,all
real-time,185.23647749805693,3748,40,all
individ,185.20165139568675,3749,68,all
occurrences,185.13786081030548,3750,20,all
cost-effective,185.0962993872673,3751,50,all
tient,185.09629938726707,3752,50,all
instrumentality,185.03653945571352,3753,48,all
invalidate,184.90277121021234,3754,66,all
followed,184.87923513051078,3755,59,all
anabolic,184.8072841310887,3756,10,all
important,184.77794170134078,3757,104,all
trainer,184.73394854035135,3758,19,all
especially,184.6821360004362,3759,87,all
interactive,184.67610473106402,3760,57,all
climate,184.439697652786,3761,23,all
5-5,184.439697652786,3761,23,all
twenty-nine,184.43969765278595,3763,23,all
juice,184.12138079378573,3764,5,all
epinephrine,184.0926168443557,3765,17,all
ninety-seven,183.9961651458545,3766,8,all
lrb-4232,183.64354486050155,3767,1,all
lrb-4189,183.64354486050155,3767,1,all
probationary,183.62204442886048,3769,31,all
recover,183.62020474278867,3770,63,all
unprofessional,183.47136531969576,3771,38,all
speak,183.47136531969574,3772,38,all
centum,183.37914898750057,3773,21,all
tested,183.2023047873429,3774,42,all
screen,183.1907085138215,3775,66,all
incentive,183.11848051022022,3776,59,all
afford,182.89522574257646,3777,64,all
adjust,182.70688212872494,3778,55,all
details,182.6493985089008,3779,85,all
ary,182.48109550937141,3780,19,all
disturbance,182.38109882515343,3781,32,all
notices,182.3593596811042,3782,60,all
insured's,182.26981885687084,3783,23,all
ascribed,182.14292792719422,3784,70,all
omissions,182.12239975208794,3785,58,all
come,181.98583524588872,3786,78,all
dm,181.78561811453832,3787,11,all
deceptive,181.72798006722,3788,36,all
facili,181.5603288297922,3789,52,all
discontinued,181.37738421684742,3790,40,all
bad,181.36166297715818,3791,25,all
holiday,181.35772588992972,3792,59,all
holder's,181.34702825137373,3793,28,all
suffers,181.29394744580796,3794,42,all
immune,181.16979908462784,3795,64,all
preventive,181.16979908462778,3796,64,all
cities,181.16979908462767,3797,64,all
stable,181.16979908462758,3798,64,all
separation,181.12464117854364,3799,57,all
leaders,180.9627497436267,3800,77,all
white,180.91563818628654,3801,55,all
histological,180.9122916310495,3802,2,all
supplant,180.87835401318475,3803,62,all
charging,180.7947131947492,3804,30,all
answer,180.63325152364703,3805,37,all
worked,180.63325152364692,3806,37,all
7-12-19,180.60590429955514,3807,60,all
intake,180.5634451709715,3808,75,all
gg,180.47040831627868,3809,39,all
judiciary,180.46279390543592,3810,65,all
friends,180.4564193352757,3811,70,all
desires,180.37235107770937,3812,47,all
visitors,180.32583534310828,3813,45,all
updates,180.32312675354783,3814,43,all
greatest,180.16649904900214,3815,81,all
csc,180.11193822856882,3816,1,all
incidental,180.01149434014195,3817,34,all
encounter,179.59838950447696,3818,50,all
pertain,179.59697126963914,3819,59,all
killed,179.5415545526636,3820,31,all
incomes,179.51308399106227,3821,22,all
opinions,179.34890940228334,3822,57,all
composition,179.3176338368663,3823,77,all
eyeglasses,179.22799635389762,3824,25,all
verifying,178.9257454708613,3825,53,all
childcare,178.9070826923155,3826,13,all
professionally,178.87847288242023,3827,35,all
points,178.87847288242006,3828,35,all
america,178.75557267180898,3829,51,all
buprenorphine,178.75557267180895,3830,51,all
consecutively,178.70234507689037,3831,4,all
waste,178.58604247534834,3832,58,all
cap,178.56581738835263,3833,24,all
recently,178.4052605187808,3834,68,all
confirmed,178.34186049265202,3835,56,all
born,178.1202332860396,3836,61,all
beneficial,178.0545204246489,3837,66,all
psychopharmacology,177.97538944741152,3838,19,all
researcher,177.95194252690396,3839,29,all
sentences,177.95194252690396,3839,29,all
rape,177.95194252690388,3841,29,all
weekly,177.79719585279997,3842,26,all
ratios,177.77737180488916,3843,36,all
rely,177.7578834956462,3844,88,all
achieving,177.7395418255242,3845,69,all
settlor,177.68171499478075,3846,2,all
deferred,177.61589621374813,3847,38,all
emer,177.6158962137481,3848,38,all
designees,177.57317762602318,3849,57,all
duplicate,177.50130961456512,3850,31,all
avail,177.4864718119743,3851,44,all
owed,177.3331503014095,3852,55,all
analyze,177.2503544338895,3853,75,all
websites,177.08340215143883,3854,70,all
cosmetology,176.80519022098932,3855,11,all
alarm,176.66365296577806,3856,15,all
surveillance,176.65333352971547,3857,47,all
chooses,176.63485524275666,3858,76,all
barber,176.57462778372704,3859,12,all
structured,176.5584418877257,3860,56,all
steroid,176.48941941268959,3861,13,all
alien,176.41442199813156,3862,24,all
unavailable,176.37395648911766,3863,61,all
cies,176.37395648911763,3864,61,all
organ,176.32286146675588,3865,54,all
pharmacology,176.30172886431492,3866,32,all
nearly,176.24064768402695,3867,85,all
sheriffs,175.9331162492835,3868,50,all
prompt,175.7987842276527,3869,72,all
whatever,175.79744584976305,3870,57,all
fingerprint,175.78471248292786,3871,48,all
changed,175.7847124829278,3872,48,all
itemized,175.76018246912545,3873,23,all
ingredient,175.7225364164317,3874,19,all
posttraumatic,175.68056256883804,3875,26,all
aged,175.66977841088521,3876,67,all
gay,175.59831785652779,3877,44,all
seizure,175.58874429503325,3878,40,all
three-year,175.5887442950331,3879,40,all
reimbursable,175.54190635897098,3880,55,all
closely,175.3455381549078,3881,60,all
office's,175.3110839461974,3882,53,all
achieved,175.30671407956632,3883,65,all
inservice,175.2607603295511,3884,9,all
hate,175.260760329551,3885,9,all
incompetence,175.13906420877063,3886,33,all
gathering,175.10749976013932,3887,51,all
inflict,175.0936824496023,3888,28,all
withdrawn,174.93400243089982,3889,49,all
surveys,174.83581084872424,3890,79,all
organizational,174.77502328279905,3891,56,all
print,174.775023282799,3892,56,all
forty-eight,174.74303680004977,3893,37,all
inhabitants,174.64878224156,3894,39,all
registra,174.62305847470023,3895,7,all
encouraging,174.54936578118335,3896,74,all
non-serialized,174.451138358512,3897,2,all
examinees,174.451138358512,3897,2,all
deaf,174.30813759290103,3899,15,all
sponsors,174.29791567660055,3900,52,all
growing,174.25128100866326,3901,80,all
rebuttable,174.01111119547056,3902,34,all
individually,173.93434708837077,3903,48,all
guaranteed,173.92149424344683,3904,62,all
forfeited,173.82676354255833,3905,36,all
telecommunication,173.8029384233568,3906,46,all
clin,173.66051807966872,3907,42,all
facilitating,173.58802080427645,3908,65,all
thereby,173.58802080427645,3908,65,all
fff,173.4820985660914,3910,8,all
gender-affirming,173.46768903759192,3911,6,all
comprised,173.07587317100564,3912,71,all
ocular,172.84325179568083,3913,4,all
gency,172.77963189218403,3914,37,all
chemicals,172.7305740481353,3915,43,all
holidays,172.4823123883026,3916,52,all
accurately,172.45023595664986,3917,72,all
donor,172.33221230150664,3918,21,all
5-a,172.33221230150664,3918,21,all
eighty-six,172.23401204648297,3920,16,all
inches,172.21991515744622,3921,27,all
livestock,172.14925097142512,3922,10,all
sixty-four,171.95262222002398,3923,15,all
going,171.8514594113929,3924,36,all
nonnarcotic,171.82476232744028,3925,11,all
revocable,171.75440099269304,3926,20,all
doctor,171.75216073813388,3927,42,all
clean,171.74431662480268,3928,29,all
severity,171.68247612380097,3929,76,all
self-management,171.66977701195682,3930,12,all
reconciled,171.65409285343785,3931,13,all
mds,171.65409285343782,3932,13,all
ethical,171.09205430306508,3933,77,all
non-curricular,171.05118112393134,3934,3,all
subpara,170.92478524842127,3935,28,all
deposits,170.8324358717821,3936,43,all
clearance,170.7563481866203,3937,22,all
retardation,170.75634818662024,3938,22,all
non-patient,170.7142336560429,3939,6,all
abandoned,170.6933298608548,3940,25,all
dealing,170.66670910000468,3941,52,all
suicides,170.62417295972514,3942,75,all
intimidation,170.52228630868393,3943,30,all
storing,170.16817453165555,3944,55,all
portions,170.16817453165552,3945,55,all
sensitive,170.15063425369672,3946,65,all
licen,170.12282496430782,3947,21,all
incurs,170.12282496430777,3948,21,all
hubs,170.10603208456422,3949,9,all
structural,170.06524082285452,3950,46,all
grooming,169.96023582746827,3951,24,all
1-naphthoyl,169.95819765580222,3952,5,all
nqtl,169.91370515507606,3953,4,all
withhold,169.8761552802274,3954,36,all
characterized,169.84380339659913,3955,42,all
authorizations,169.84380339659907,3956,42,all
instant,169.80010437321877,3957,40,all
fifty-six,169.6751079907689,3958,29,all
decompensation,169.6176443394924,3959,10,all
102-813,169.4097707751871,3960,49,all
younger,169.3888493014299,3961,61,all
clerks,169.25054608138018,3962,23,all
tort,169.2505460813801,3963,23,all
drop,169.23642957381196,3964,13,all
directs,169.09181247898593,3965,64,all
injunctive,169.05547063416412,3966,45,all
copayments,169.0554706341641,3967,45,all
two-year,168.93429769542917,3968,43,all
mediation,168.9342976954291,3969,43,all
communi,168.934297695429,3970,43,all
24-hour,168.85282207645258,3971,37,all
closing,168.85282207645253,3972,37,all
certifications,168.8511058117068,3973,52,all
discussed,168.84765109395764,3974,67,all
strength,168.84033664783072,3975,28,all
emergencies,168.70384941614347,3976,62,all
witnessing,168.56716423550975,3977,22,all
designates,168.38325090469937,3978,48,all
synagogue,168.22506527620985,3979,8,all
mined,168.19590224986376,3980,32,all
instance,168.08176089686964,3981,53,all
portal,168.0107280507992,3982,34,all
settlor's,167.98998508597452,3983,2,all
includ,167.97697064512965,3984,58,all
creditable,167.96077827449378,3985,6,all
locked,167.85678103716847,3986,38,all
presumptive,167.80884043724697,3987,24,all
conflicts,167.80182248954466,3988,77,all
just,167.64257250450777,3989,61,all
optional,167.60589935673514,3990,29,all
equipped,167.35578965973042,3991,47,all
mutual,167.27168892760508,3992,59,all
accuracy,167.271688927605,3993,59,all
cultivating,167.21402943299043,3994,26,all
supplied,167.17707651600682,3995,45,all
joint-county,167.1255610282055,3996,5,all
allied,167.08669344055141,3997,33,all
voice,167.0866934405513,3998,33,all
surgeons,167.08669344055124,3999,33,all
doula,167.08603770755968,4000,10,all
specifications,167.08066728546498,4001,23,all
regulating,167.03550252340884,4002,52,all
waives,167.03550252340884,4002,52,all
seventy-one,166.98350173781387,4004,14,all
medi,166.95324135692547,4005,35,all
indemnification,166.9532413569254,4006,35,all
one-third,166.9187869684617,4007,57,all
club,166.88941716858676,4008,37,all
effec,166.88661414193513,4009,39,all
copying,166.8866141419351,4010,39,all
pesticides,166.76492624018664,4011,12,all
janu,166.76492624018664,4011,12,all
losses,166.7558880472402,4013,28,all
square,166.7111242925121,4014,19,all
revise,166.63265629354763,4015,82,all
renders,166.5856866467786,4016,55,all
rational,166.41331555425782,4017,30,all
methadone,166.32754322235223,4018,46,all
offset,166.27443013453774,4019,53,all
sunset,166.15754807929514,4020,44,all
link,166.15670658278435,4021,77,all
differences,166.0700815499129,4022,66,all
induce,166.02708871352942,4023,42,all
billed,165.98731748096546,4024,51,all
promotes,165.8902390371558,4025,69,all
ation,165.85793025816642,4026,56,all
designating,165.75313941464404,4027,72,all
consultants,165.7269496713787,4028,49,all
syringes,165.70405028991024,4029,21,all
lien,165.68335515992018,4030,17,all
solicit,165.64095916308818,4031,64,all
instructors,165.5366907227013,4032,29,all
restore,165.5275842340974,4033,54,all
miles,165.29868239784938,4034,45,all
undergraduate,165.2986823978493,4035,45,all
nonemergency,165.25983998597442,4036,31,all
exclusion,165.21989923511092,4037,52,all
complications,165.21989923511092,4037,52,all
dual,165.13802134272277,4039,43,all
series,165.01875866831688,4040,41,all
compile,165.01486351399862,4041,82,all
sickness,164.91078848954993,4042,23,all
dietetics,164.8860761013929,4043,15,all
101-81,164.46709937220584,4044,53,all
ny,164.45827126153222,4045,19,all
prophylaxis,164.4582712615322,4046,19,all
coroner,164.35883017704475,4047,30,all
lesbian,164.26939412384854,4048,44,all
responsive,164.1974814959604,4049,69,all
prioritize,164.1974814959603,4050,69,all
customary,164.1632810251306,4051,51,all
promotion,164.07886527914252,4052,72,all
dignity,163.95120292422408,4053,78,all
repairs,163.95024288673116,4054,36,all
corrective,163.72837136198757,4055,54,all
shooting,163.5060496568048,4056,24,all
count,163.4862045888401,4057,62,all
adversely,163.420288279692,4058,45,all
accrued,163.4202882796919,4059,45,all
radiological,163.38219744936578,4060,17,all
vention,163.23988316636962,4061,43,all
cumulative,163.2398831663696,4062,43,all
consistency,163.11338104574247,4063,68,all
withholding,163.09993589310392,4064,41,all
prorated,162.97816418176058,4065,35,all
scores,162.97816418176058,4065,35,all
minimize,162.8516644940779,4067,80,all
keeping,162.8330117530391,4068,63,all
scale,162.83215472102796,4069,48,all
two-a,162.83209444761812,4070,20,all
thirty-nine,162.7409096936347,4071,23,all
intervals,162.6459561571313,4072,66,all
appropri,162.5898456218499,4073,46,all
nolo,162.381240168402,4074,44,all
contendere,162.381240168402,4074,44,all
back,162.33924456929583,4076,51,all
optical,162.30434479983177,4077,30,all
dialysis,162.2054182305523,4078,19,all
appendix,162.0817929466343,4079,94,all
defines,162.08179294663427,4080,94,all
telemedicine,162.01034490612778,4081,34,all
sponsored,161.98942506673328,4082,59,all
canada,161.9749387555657,4083,36,all
addi,161.9749387555657,4083,36,all
gram,161.86390654034233,4085,11,all
actor,161.86390654034233,4085,11,all
directions,161.77726333773936,4087,47,all
legend,161.61972300488856,4088,18,all
fda,161.39827345463382,4089,29,all
habilitative,161.3546542665837,4090,24,all
chancellor,161.35465426658368,4091,24,all
automatic,161.31789510251525,4092,60,all
heart,161.31789510251525,4092,60,all
predecessor,161.28527561551263,4094,21,all
thirty-four,161.2852756155126,4095,21,all
letter,161.2119548194632,4096,55,all
armor,161.19051551510793,4097,7,all
renewing,161.18111311789093,4098,41,all
paper,161.18111311789093,4098,41,all
proficiency,161.10074567056006,4100,63,all
electric,160.99920244498972,4101,37,all
pressure,160.99920244498963,4102,37,all
confirm,160.93389346074042,4103,66,all
allegedly,160.8641295811047,4104,26,all
prescriber's,160.57103089771954,4105,23,all
discretionary,160.51520811346109,4106,51,all
remit,160.50254224546876,4107,28,all
titled,160.40165444038638,4108,91,all
although,160.31999194779823,4109,67,all
eliminating,160.31999194779817,4110,67,all
tissue,160.30201668892502,4111,42,all
narcotic,160.30201668892497,4112,42,all
addressed,160.2286704464427,4113,59,all
border,160.1750453556388,4114,15,all
random,160.1523711701951,4115,40,all
unreasonable,160.1299456177681,4116,54,all
master’s,160.02499674455134,4117,25,all
prices,160.02499674455134,4117,25,all
led,159.71518560728958,4119,68,all
seven-c,159.70041212984654,4120,6,all
high-risk,159.66350004337718,4121,45,all
stakeholder,159.43938660091317,4122,50,all
co-responder,159.37369259356785,4123,11,all
similarly,159.36847958808076,4124,63,all
chronically,159.20325887636264,4125,24,all
west,159.13142393191373,4126,48,all
accomplish,159.03266683649736,4127,78,all
efficacy,158.91118851989805,4128,61,all
compelling,158.8521480213476,4129,46,all
sanitary,158.7474962971428,4130,26,all
albany,158.7474962971428,4130,26,all
someone,158.7242558384605,4132,56,all
though,158.53180764033578,4133,70,all
dissemination,158.53180764033567,4134,70,all
reconsider,158.50400692318942,4135,7,all
raising,158.46791582615214,4136,59,all
expulsion,158.4011521018044,4137,23,all
gdac,158.29825517716833,4138,2,all
emphasis,158.26855976153672,4139,62,all
adolescent's,158.19551859265704,4140,4,all
hourly,158.19537404540563,4141,30,all
evidentiary,158.1953740454056,4142,30,all
installation,158.09766586058896,4143,38,all
reporter,158.06361898179966,4144,32,all
midwives,158.06361898179958,4145,32,all
covers,158.05824578974537,4146,47,all
1-1-18,158.05824578974537,4146,47,all
determinants,158.05824578974534,4148,47,all
bility,158.02433049323471,4149,36,all
virtual,158.01008947634693,4150,34,all
xiv,157.95748608191926,4151,52,all
refunds,157.8913301212907,4152,25,all
apprehension,157.89133012129068,4153,25,all
despite,157.81098433941705,4154,60,all
vidual,157.7851059252198,4155,45,all
taser,157.7109986964467,4156,8,all
repackager,157.7109986964467,4156,8,all
triennium,157.7109986964467,4156,8,all
reinvestment,157.69971216859255,4159,19,all
tetrahydrocannabinol,157.6212444799572,4160,22,all
ate,157.60674997331657,4161,50,all
mobility,157.51821508303019,4162,27,all
untreated,157.38176873713675,4163,72,all
5-year,157.18390401740402,4164,39,all
out-of-pocket,157.183904017404,4165,39,all
evaluator,157.05186348614143,4166,24,all
adds,157.01554841901327,4167,35,all
modalities,156.98329922109644,4168,46,all
logistics,156.95961117982878,4169,10,all
reliable,156.94083723353387,4170,56,all
disclosing,156.8671352017915,4171,51,all
particularly,156.84529904841722,4172,70,all
impairments,156.7167783020625,4173,44,all
infectious,156.63086301318089,4174,26,all
bisexual,156.4853020058554,4175,42,all
adaptive,156.48530200585537,4176,42,all
cosponsored,156.4332489444378,4177,103,all
resilience,156.29327788898553,4178,40,all
nated,156.14584282527295,4179,38,all
institutionalization,155.9416055015454,4180,16,all
experimental,155.90671180706246,4181,45,all
participated,155.90394742312267,4182,63,all
stun,155.81749833127097,4183,7,all
tolerance,155.75766349803,4184,25,all
counterfeit,155.75766349802998,4185,25,all
civic,155.46401460988477,4186,15,all
computing,155.44685913761262,4187,19,all
camp,155.44685913761262,4187,19,all
agen,155.43069314279933,4189,48,all
resided,155.42464479225197,4190,41,all
oneself,155.42464479225197,4190,41,all
compensable,155.41797221525633,4192,27,all
volunteer's,155.39069180503978,4193,1,all
workshop,155.26597195205224,4194,4,all
secrets,155.2433619924978,4195,39,all
insofar,155.20339646010248,4196,67,all
implements,155.1574186286073,4197,56,all
workplace,155.10898772139237,4198,37,all
declarant's,155.06767854089958,4199,2,all
adminis,155.02800983143084,4200,35,all
comprising,154.90046809592042,4201,24,all
taxpayers,154.79072062440034,4202,18,all
containers,154.7907206244003,4203,18,all
cardiopulmonary,154.51422972921898,4204,26,all
oil,154.51422972921898,4204,26,all
public's,154.51422972921895,4206,26,all
believed,154.48866453464015,4207,57,all
specifies,154.30407357631898,4208,60,all
negotiated,154.24919644369717,4209,28,all
one-year,154.19401978995705,4210,38,all
forthwith,154.19401978995705,4210,38,all
emissions,154.1935013667484,4212,6,all
fuels,154.1935013667484,4212,6,all
phar,154.17756660714807,4214,17,all
abilities,154.0856426751769,4215,66,all
withheld,154.07372223090394,4216,36,all
accompanying,154.02831768890513,4217,45,all
attachment,154.01070567457398,4218,32,all
delayed,153.94147671812308,4219,50,all
sending,153.7491922846039,4220,43,all
relatives,153.7491922846039,4220,43,all
validated,153.62311479821417,4222,53,all
pistol,153.6141188522686,4223,16,all
orthotics,153.61411885226855,4224,16,all
prosthetics,153.61411885226855,4224,16,all
72-hour,153.58032774824215,4226,48,all
vice,153.58032774824215,4226,48,all
audited,153.50582201703898,4228,41,all
appro,153.50582201703898,4228,41,all
deliberations,153.48210700672874,4230,73,all
compulsive,153.31772934748264,4231,27,all
defect,153.30281996759157,4232,39,all
zero,153.24560162059413,4233,46,all
utilities,153.19400610663283,4234,19,all
provid,153.1455828135267,4235,37,all
2-3,153.10849923700766,4236,15,all
pertains,153.04047124384832,4237,35,all
tal,153.0183703573837,4238,31,all
intervene,152.9404703911694,4239,44,all
classifications,152.83707580804918,4240,49,all
explain,152.71293275837996,4241,57,all
apparent,152.4797194677543,4242,47,all
low-thc,152.45396540656515,4243,8,all
year's,152.44772626671744,4244,21,all
environments,152.4341846077761,4245,40,all
personality,152.43418460777596,4246,40,all
helping,152.40217390577402,4247,75,all
architectural,152.31278661643077,4248,13,all
birthing,152.16474784310668,4249,28,all
prefiled,152.06117229618232,4250,99,all
remotely,152.03191791376642,4251,30,all
confidence,152.0097063316755,4252,34,all
reading,152.0097063316755,4252,34,all
mitigating,152.0097063316755,4252,34,all
resident's,152.0097063316754,4255,34,all
votes,151.98424902096124,4256,32,all
registering,151.98424902096122,4257,32,all
dyslexia,151.89639791596332,4258,10,all
dsps,151.89639791596332,4258,10,all
principals,151.89151571405904,4260,23,all
policing,151.8764088965936,4261,17,all
rise,151.81578403588225,4262,53,all
coping,151.81382323491644,4263,73,all
reached,151.72996235368512,4264,48,all
defend,151.7299623536851,4265,48,all
comprehensive-type,151.49033025150862,4266,25,all
contagious,151.4400459851993,4267,6,all
acted,151.3950258342872,4268,51,all
replace,151.2196970111572,4269,68,all
species,151.05369262662563,4270,22,all
sensitivity,151.05293265626588,4271,35,all
affixed,151.05223028446497,4272,29,all
societies,150.98195190411266,4273,33,all
reverse,150.9781254192853,4274,31,all
deception,150.9411530756529,4275,19,all
displayed,150.76022998125083,4276,42,all
warden,150.75298386413058,4277,15,all
never,150.69507292872754,4278,52,all
integrity,150.66151728239527,4279,66,all
privately,150.62021069375737,4280,47,all
twentieth,150.62021069375737,4280,47,all
psychopathology,150.5976773154781,4282,24,all
criminally,150.29037371932526,4283,38,all
inquiries,150.29037371932523,4284,38,all
commitments,150.2903737193252,4285,38,all
dually,150.2809631612952,4286,26,all
soliciting,150.28096316129518,4287,26,all
seeds,150.23833892951862,4288,21,all
quarters,150.2383389295186,4289,21,all
undesignated,150.23833892951853,4290,21,all
measuring,150.14553946310417,4291,73,all
focused,150.09926468074337,4292,70,all
arises,150.009578616785,4293,34,all
socioeconomic,150.00845327355037,4294,53,all
disa,150.00845327355032,4295,53,all
stabilize,149.9529159318977,4296,43,all
revoking,149.95291593189768,4297,43,all
undue,149.87959695912798,4298,48,all
camera,149.72163691814393,4299,23,all
disqualification,149.72163691814387,4300,23,all
glasses,149.66978348343991,4301,3,all
disbursement,149.668176466613,4302,41,all
center's,149.668176466613,4302,41,all
fruit,149.59794853899095,4304,12,all
warranted,149.57098937845237,4305,51,all
life-threatening,149.5709893784523,4306,51,all
refill,149.4486346300056,4307,20,all
tomosynthesis,149.41283680646984,4308,11,all
parcels,149.40687867084273,4309,4,all
responder's,149.35666362824793,4310,25,all
union,149.2187729977953,4311,37,all
wherein,149.16416248027636,4312,44,all
terminating,149.1641624802763,4313,44,all
none,149.16146920585942,4314,57,all
de,149.1542547042409,4315,49,all
recommending,149.15425470424083,4316,49,all
star,149.1172436119352,4317,27,all
voted,149.06539406868356,4318,35,all
borrow,149.06539406868353,4319,35,all
sovereign,148.98302165043123,4320,29,all
dispatched,148.96885921205785,4321,33,all
trusts,148.95914555371505,4322,16,all
irrevocable,148.8645086755151,4323,22,all
investigators,148.85187263971613,4324,42,all
discharging,148.85187263971608,4325,42,all
receiver,148.68830004467296,4326,19,all
andrew,148.68830004467296,4326,19,all
transplantation,148.68830004467296,4326,19,all
accused's,148.68659060365025,4329,6,all
alaska,148.44628192525704,4330,24,all
renewable,148.44628192525704,4330,24,all
transgender,148.4435668353331,4332,50,all
em,148.39746849125356,4333,15,all
devel,148.38669258359974,4334,64,all
traveling,148.33855068400928,4335,38,all
exhibit,148.0547777555445,4336,43,all
conveyance,148.02895159231983,4337,21,all
auditor,148.00945090189452,4338,34,all
historic,147.9958506419257,4339,28,all
adjacent,147.99585064192567,4340,28,all
reinstated,147.99585064192567,4340,28,all
coach,147.96171824391203,4342,18,all
non,147.9313357137356,4343,32,all
deadly,147.9313357137356,4343,32,all
contacting,147.74695292261768,4345,51,all
interviews,147.74695292261765,4346,51,all
pursuing,147.63905521984074,4347,46,all
capability,147.6390552198407,4348,46,all
adm,147.63905521984069,4349,46,all
housed,147.4811938928729,4350,39,all
rejection,147.48119389287288,4351,39,all
exhausted,147.29025205012263,4352,60,all
willingness,147.27600852482968,4353,44,all
strive,147.25536808992953,4354,37,all
