domain_group,entity_type,entity,total_mentions,n_bills
high,ORG,the_airlines_1649_reporting_corporation,1,1
high,ORG,the_airlines_1658_reporting_corporation,1,1
high,ORG,the_airlines_reporting_corporation,2,2
high,ORG,the_alaska_native_claims_settlement_act,2,2
high,ORG,the_alcohol_and_drug_addiction_counselor_loan_forgiveness_program,7,3
high,ORG,the_all_kids_dental_school_19_program,3,3
high,ORG,the_all_kids_dental_school_21_program,1,1
high,ORG,the_all_kids_dental_school_6_program,1,1
high,ORG,the_all_kids_dental_school_8_program,1,1
high,ORG,the_alternative_19,1,1
high,ORG,the_alternative_educator_licensure_program,1,1
high,ORG,the_alternative_health_care_delivery_act,1,1
high,ORG,the_alumni_association_'s,3,2
high,ORG,the_ambulatory_surgical_treatment_center_act,1,1
high,ORG,the_american_17_association_of_diabetes_educators,2,2
high,ORG,the_american_323_psychiatric_association_'s,1,1
high,ORG,the_american_323_psychiatric_association_’s,1,1
high,ORG,the_american_academy_of_actuaries,2,2
high,ORG,the_american_academy_of_child,3,3
high,ORG,the_american_academy_of_pediatrics,6,6
high,ORG,the_american_art_therapy_association,1,1
high,ORG,the_american_association_of_1208_state_social_worker_'s_boards,1,1
high,ORG,the_american_association_of_1756_state_social_worker_’s_boards,1,1
high,ORG,the_american_association_of_1761_state_social_worker_'s_boards,1,1
high,ORG,the_american_bar_association,1,1
high,ORG,the_american_board_of_3539_medical_specialties,1,1
high,ORG,the_american_board_of_emergency_medicine,1,1
high,ORG,the_american_board_of_examiners_in_professional_psychology,2,2
high,ORG,the_american_board_of_medical_specialties,7,7
high,ORG,the_american_board_of_professional_psychology,4,4
high,ORG,the_american_board_of_psychiatry,10,10
high,ORG,the_american_college_12_of_surgeons,2,2
high,ORG,the_american_college_20_of_surgeons,2,2
high,ORG,the_american_college_26_of_surgeons,2,2
high,ORG,the_american_college_of_16_radiology,3,3
high,ORG,the_american_college_of_16_surgeons_'_committee_on_trauma,2,2
high,ORG,the_american_college_of_18_radiology,1,1
high,ORG,the_american_college_of_19_radiology,5,5
high,ORG,the_american_college_of_3_radiology,1,1
high,ORG,the_american_college_of_5_radiology,1,1
high,ORG,the_american_college_of_nurse_1247_midwives,1,1
high,ORG,the_american_college_of_nurse_699_midwives,1,1
high,ORG,the_american_college_of_nurse_coding_:,1,1
high,ORG,the_american_college_of_obstetrics,2,2
high,ORG,the_american_council_25,2,2
high,ORG,the_american_council_on_education,2,2
high,ORG,the_american_counseling_association_governing_council,3,3
high,ORG,the_american_diabetes_association,4,4
high,ORG,the_american_foundation_for_suicide_prevention,2,2
high,ORG,the_american_heart_association,4,4
high,ORG,the_american_medical_association,36,19
high,ORG,the_american_medical_association_council_on_scientific_affairs,3,3
high,ORG,the_american_national_red_cross,2,2
high,ORG,the_american_network_of_community_23_options_and_resources_(_ancor,2,2
high,ORG,the_american_osteopathic_association,10,4
high,ORG,the_american_osteopathic_association_'s,6,6
high,ORG,the_american_osteopathic_association_’,1,1
high,ORG,the_american_psychiatric_association,26,18
high,ORG,the_american_psychiatric_association_'s,14,6
high,ORG,the_american_psychiatric_association_’s,6,2
high,ORG,the_american_psychoanalytic_association,3,3
high,ORG,the_american_psychological_association,16,11
high,ORG,the_american_psychological_association_commission_on_accreditation,1,1
high,ORG,the_american_public_health_association,2,2
high,ORG,the_american_recovery_and_reinvestment_act,2,2
high,ORG,the_american_red_cross,2,2
high,ORG,the_american_registry_examination,2,1
high,ORG,the_american_rescue_plan_act,10,8
high,ORG,the_american_school_counselor_association_'s,3,3
high,ORG,the_american_society_26_of_addiction_medicine,1,1
high,ORG,the_american_society_6_of_addiction_medicine,1,1
high,ORG,the_american_society_for_automation_and_pharmacy,4,4
high,ORG,the_american_society_of_12_addiction_medicine,1,1
high,ORG,the_american_society_of_16_addiction_medicine,1,1
high,ORG,the_american_society_of_18_addiction_medicine,2,2
high,ORG,the_american_society_of_19_addiction_medicine,1,1
high,ORG,the_american_society_of_20_addiction_medicine,1,1
high,ORG,the_american_society_of_22_addiction_medicine_'s,1,1
high,ORG,the_american_society_of_26_addiction_medicine,2,2
high,ORG,the_american_society_of_8_addiction_medicine,1,1
high,ORG,the_american_society_of_addiction_12_medicine,2,2
high,ORG,the_american_society_of_addiction_25_medicine,3,3
high,ORG,the_american_society_of_addiction_3_medicine,1,1
high,ORG,the_american_society_of_addiction_medicine,39,21
high,ORG,the_american_society_of_addiction_medicine_'s,3,3
high,ORG,the_american_society_of_addiction_medicine_(_asam,2,2
high,ORG,the_andrew_jackson_high_school,2,2
high,ORG,the_annual_9_total_increment,2,2
high,ORG,the_annual_mental_health_services_act_revenue,1,1
high,ORG,the_annual_total_25_increment,2,2
high,ORG,the_annual_total_increment,6,2
high,ORG,the_annual_total_increment_26,2,2
high,ORG,the_annual_total_sb2509_-_108_-_lrb102_12839,1,1
high,ORG,the_anti_-_racism_commission,4,2
high,ORG,the_anti_-_racism_commission_act,4,2
high,ORG,the_applicable_state_board,6,2
high,ORG,the_appropriations_committee,1,1
high,ORG,the_appropriations_committee_of,9,9
high,ORG,the_appropriations_committee_of_the_senate,7,7
high,ORG,the_archaeological_and_paleontological_2_resources_protection_act,1,1
high,ORG,the_archaeological_and_paleontological_4_resources_protection_act,1,1
high,ORG,the_area_agency,1,1
high,ORG,the_armed_21_forces_of_the_united_states,2,2
high,ORG,the_armed_23_forces_of_the_united_states,1,1
high,ORG,the_armed_forces,8,8
high,ORG,the_armed_forces_of_11,1,1
high,ORG,the_armed_forces_of_the_13,1,1
high,ORG,the_armed_forces_of_the_18_united_states,1,1
high,ORG,the_armed_forces_of_the_united_22_states,1,1
high,ORG,the_armed_forces_of_the_united_7_states,2,2
high,ORG,the_armed_forces_of_the_united_states,5,5
high,ORG,the_armed_services,1,1
high,ORG,the_armed_services_or_reserve_forces,7,3
high,ORG,the_armed_services_or_reserve_forces_of_11,1,1
high,ORG,the_armed_services_or_reserve_forces_of_21,1,1
high,ORG,the_armed_services_or_reserve_forces_of_the_7_united_states,2,2
high,ORG,"the_art_therapy_credentials_board_,_inc.",4,2
high,ORG,"the_art_therapy_credentials_board_,_inc._670_section_11",1,1
high,ORG,the_article_7_fund,1,1
high,ORG,the_assembly_committee,1,1
high,ORG,the_assembly_committee_on_budget,3,3
high,ORG,the_assembly_committee_on_health,4,4
high,ORG,the_assembly_committee_on_rules_for_the,2,2
high,ORG,the_assembly_correction_committee,4,2
high,ORG,the_assisted_living_and_11,2,2
high,ORG,the_assisted_living_and_shared_housing_13_act,1,1
high,ORG,the_assisted_living_and_shared_housing_22_act,1,1
high,ORG,the_assisted_living_and_shared_housing_act,5,2
high,ORG,the_assisted_living_and_shared_housing_hb4261_-_4,1,1
high,ORG,the_assisted_outpatient_treatment_demonstration_project_act,1,1
high,ORG,the_assistive_technology_professional_(_atp,11,11
high,ORG,the_associated_medical_schools_of_new_53_york,2,2
high,ORG,the_associated_medical_schools_of_new_york,2,2
high,ORG,the_association_county_commissioners,1,1
high,ORG,the_association_of_1318_universities_and_colleges_of_canada,1,1
high,ORG,the_association_of_1865_universities_and_colleges_of_canada,1,1
high,ORG,the_association_of_1871_universities_and_colleges_of_canada,1,1
high,ORG,the_association_of_35_state_and,2,2
high,ORG,the_association_of_alcoholism,1,1
high,ORG,the_association_of_american_feed_control_officials,2,2
high,ORG,the_association_of_boxing_commissions,1,1
high,ORG,the_association_of_county_human_services,2,1
high,ORG,the_association_of_marital_and_family_therapy_1284_regulatory_board,1,1
high,ORG,the_association_of_marital_and_family_therapy_1831_regulatory_board,1,1
high,ORG,the_association_of_marital_and_family_therapy_1837_regulatory_board,1,1
high,ORG,the_association_of_state,1,1
high,ORG,the_association_of_state_and,9,5
high,ORG,the_association_of_universities,3,3
high,ORG,the_association_of_universities_and_colleges_of_canada,6,3
high,ORG,the_association_of_zoos,3,1
high,ORG,the_audit_bureau_of_the_department,8,2
high,ORG,the_auditor_general,3,3
high,ORG,the_auditor_general_'s,3,3
high,ORG,the_authority_9_to,2,2
high,ORG,the_authority_to_practice_interjurisdictional_telepsychology,5,3
high,ORG,the_aviation_7_fuel_sales_tax_refund_fund,1,1
high,ORG,the_aviation_fuel_12_sales_tax_refund_fund,1,1
high,ORG,the_aviation_fuel_25_sales_tax_refund_fund,1,1
high,ORG,the_aviation_fuel_2_sales_tax_refund_fund,1,1
high,ORG,the_aviation_fuel_4_sales_tax_refund_fund,1,1
high,ORG,the_aviation_fuel_9_sales_tax_refund_fund,1,1
high,ORG,the_aviation_fuel_sales_tax_refund_fund,5,2
high,ORG,the_aviation_fuel_sales_tax_refund_fund_3,1,1
high,ORG,the_aviation_fuel_sales_tax_refund_fund_6,1,1
high,ORG,the_aviation_fuel_sales_tax_refund_fund_8,1,1
high,ORG,the_balanced_18_budget_act,2,2
high,ORG,the_balanced_23_budget_act,1,1
high,ORG,the_balanced_5_budget_act,2,2
high,ORG,the_balanced_7_budget_act,1,1
high,ORG,the_basic_health_program,2,2
high,ORG,the_behavior_analyst_certification_board,2,1
high,ORG,the_behavioral_1489_health_coordinating_council,1,1
high,ORG,the_behavioral_1885_health_reform_and_innovation_commission,1,1
high,ORG,the_behavioral_18_health_education_program_fund,1,1
high,ORG,the_behavioral_8_health_education_program_fund,1,1
high,ORG,the_behavioral_health,1,1
high,ORG,the_behavioral_health_(,2,2
high,ORG,the_behavioral_health_16_education_program_fund,1,1
high,ORG,the_behavioral_health_administration_of,1,1
high,ORG,the_behavioral_health_administrative,2,2
high,ORG,the_behavioral_health_administrative_burden,1,1
high,ORG,the_behavioral_health_administrative_burden_work_group,1,1
high,ORG,the_behavioral_health_administrative_services,3,3
high,ORG,the_behavioral_health_administrative_services_organization,65,13
high,ORG,the_behavioral_health_agency,19,6
high,ORG,the_behavioral_health_care_workforce_data_base,3,1
high,ORG,the_behavioral_health_commission,6,2
high,ORG,the_behavioral_health_commission_for,2,2
high,ORG,the_behavioral_health_consumer_advisory_board,4,2
high,ORG,the_behavioral_health_continuum_infrastructure_program,2,2
high,ORG,the_behavioral_health_coordinating_council,8,3
high,ORG,the_behavioral_health_education_program_fund,4,1
high,ORG,the_behavioral_health_emergency_response_and_training_fund,4,1
high,ORG,the_behavioral_health_information_notice_no_.,1,1
high,ORG,the_behavioral_health_innovation_and_reform_commission,1,1
high,ORG,the_behavioral_health_institute_at,1,1
high,ORG,the_behavioral_health_loan_repayment,7,1
high,ORG,the_behavioral_health_provider_student_loan_repayment_program,2,1
high,ORG,the_behavioral_health_reform_and_innovation_19,1,1
high,ORG,the_behavioral_health_reform_and_innovation_commission,9,3
high,ORG,the_behavioral_health_scholarship_program,2,1
high,ORG,the_behavioral_health_service,4,2
high,ORG,the_behavioral_health_service_provider,50,8
high,ORG,the_behavioral_health_service_system,2,2
high,ORG,the_behavioral_health_services,11,11
high,ORG,the_behavioral_health_services_growth_special_account,1,1
high,ORG,the_behavioral_health_subaccount,3,1
high,ORG,the_behavioral_health_task_force,2,1
high,ORG,the_behavioral_health_workforce_11,1,1
high,ORG,the_behavioral_health_workforce_12,1,1
high,ORG,the_behavioral_health_workforce_20,1,1
high,ORG,the_behavioral_health_workforce_2_education_center_of_illinois,1,1
high,ORG,the_behavioral_health_workforce_4_education_center_of_illinois,1,1
high,ORG,the_behavioral_health_workforce_5_education_center_of_illinois,1,1
high,ORG,the_behavioral_health_workforce_education_center,18,3
high,ORG,the_behavioral_health_workforce_education_center_of_illinois,3,3
high,ORG,the_behavioral_health_workforce_education_center_of_illinois_act,3,3
high,ORG,the_behavioral_health_workforce_preservation_and_restoration_fund,3,1
high,ORG,the_behavioral_health_workforce_revitalization_act,1,1
high,ORG,the_bingo_license_and_tax_act,3,3
high,ORG,the_birth_center_licensing_act,8,4
high,ORG,the_blind_bureau_of_services,3,1
high,ORG,the_board,9,9
high,ORG,the_board_10,1,1
high,ORG,the_board_21,1,1
high,ORG,the_board_30_of_governors,1,1
high,ORG,the_board_for_sb2812_-_12,1,1
high,ORG,"the_board_of_1305_clinical_social_work_,_marriage_and_family_therapy",1,1
high,ORG,"the_board_of_1852_clinical_social_work_,_marriage_and_family_therapy",1,1
high,ORG,"the_board_of_1858_clinical_social_work_,_marriage_and_family_therapy",1,1
high,ORG,the_board_of_18_health,1,1
high,ORG,the_board_of_22_health,1,1
high,ORG,the_board_of_250_governors,2,2
high,ORG,the_board_of_259_medicine,1,1
high,ORG,the_board_of_274_governors,2,2
high,ORG,the_board_of_43_governors,1,1
high,ORG,the_board_of_any,1,1
high,ORG,the_board_of_behavioral_sciences,4,3
high,ORG,"the_board_of_clinical_8_social_work_,_marriage_and_family_therapy",1,1
high,ORG,"the_board_of_clinical_social_107_work_,_marriage_and_family_therapy",1,1
high,ORG,"the_board_of_clinical_social_7_work_,_marriage_and_family_therapy",1,1
high,ORG,the_board_of_clinical_social_work,4,4
high,ORG,"the_board_of_clinical_social_work_,_marriage_22_and",1,1
high,ORG,"the_board_of_clinical_social_work_,_marriage_and_family_therapy",1,1
high,ORG,the_board_of_dentistry,1,1
high,ORG,the_board_of_directors_of,2,2
high,ORG,the_board_of_education,2,2
high,ORG,the_board_of_governors,4,2
high,ORG,the_board_of_health_of_the_city_or,1,1
high,ORG,the_board_of_higher_15_education,2,2
high,ORG,the_board_of_higher_23_education,1,1
high,ORG,the_board_of_higher_3_education,1,1
high,ORG,the_board_of_higher_7_education_act,2,2
high,ORG,the_board_of_higher_8_education,1,1
high,ORG,the_board_of_higher_education,26,12
high,ORG,the_board_of_higher_education_act,6,3
high,ORG,the_board_of_juvenile_justice,1,1
high,ORG,the_board_of_medicine,4,1
high,ORG,the_board_of_nursing,1,1
high,ORG,the_board_of_osteopathic_283_medicine,1,1
high,ORG,the_board_of_osteopathic_298_medicine,1,1
high,ORG,the_board_of_osteopathic_419_medicine,1,1
high,ORG,the_board_of_osteopathic_4278_medicine,1,1
high,ORG,the_board_of_osteopathic_medicine,1,1
high,ORG,the_board_of_pharmacy,9,7
high,ORG,the_board_of_pharmacy_(_part_v,2,2
high,ORG,the_board_of_physical_therapy_6567,1,1
high,ORG,the_board_of_physical_therapy_practice,1,1
high,ORG,the_board_of_psychology,6,6
high,ORG,the_board_of_psychology_17,1,1
high,ORG,the_board_of_regents,4,4
high,ORG,the_board_of_regents_of_the_university_of_wisconsin_system,12,8
high,ORG,the_board_of_regents_of_the_university_system_of_georgia,1,1
high,ORG,the_board_of_speech_525_language_pathology,1,1
high,ORG,the_board_of_state_and,8,3
high,ORG,the_board_of_tax_appeals,1,1
high,ORG,the_board_of_the_retirement_system,1,1
high,ORG,the_board_under_section_13_of_this_18_act,1,1
high,ORG,the_board_under_section_13_of_this_22_act,1,1
high,ORG,the_boat_registration_and_safety_act,4,2
high,ORG,the_border_county_mental_health_task_force,2,1
high,ORG,the_bradley_center_sports,2,2
high,ORG,the_bradley_center_sports_and_entertainment_corporation,6,4
high,ORG,the_brain_institute_of_texas,1,1
high,ORG,the_buckeye_sheriffs_association,1,1
high,ORG,the_build_10_illinois_fund,3,2
high,ORG,the_build_19_illinois_bond_act,1,1
high,ORG,the_build_21_illinois_bond_act,3,2
high,ORG,the_build_3_illinois_fund,1,1
high,ORG,the_build_4_illinois_fund,2,1
high,ORG,the_build_6_illinois_fund,2,1
high,ORG,the_build_illinois_13_fund,1,1
high,ORG,the_build_illinois_17_fund,1,1
high,ORG,the_build_illinois_19_fund,2,1
high,ORG,the_build_illinois_21_fund,1,1
high,ORG,the_build_illinois_23_fund,3,2
high,ORG,the_build_illinois_25_fund,1,1
high,ORG,the_build_illinois_26_fund,1,1
high,ORG,the_build_illinois_2_fund,1,1
high,ORG,the_build_illinois_3_fund,1,1
high,ORG,the_build_illinois_5_fund,1,1
high,ORG,the_build_illinois_7_fund,1,1
high,ORG,the_build_illinois_8_fund,1,1
high,ORG,the_build_illinois_bond,12,2
high,ORG,the_build_illinois_bond_15_retirement_and_interest_fund,1,1
high,ORG,the_build_illinois_bond_25_retirement_and_interest_fund,1,1
high,ORG,the_build_illinois_bond_2_account,1,1
high,ORG,the_build_illinois_bond_4_account,1,1
high,ORG,the_build_illinois_bond_5_retirement_and_interest_fund,1,1
high,ORG,the_build_illinois_bond_6_account,2,2
high,ORG,the_build_illinois_bond_7_retirement_and_interest_fund,1,1
high,ORG,the_build_illinois_bond_9_retirement_and_interest_fund,2,2
high,ORG,the_build_illinois_bond_account,9,2
high,ORG,the_build_illinois_bond_account_11,1,1
high,ORG,the_build_illinois_bond_account_3,1,1
high,ORG,the_build_illinois_bond_account_5,1,1
high,ORG,the_build_illinois_bond_act,12,2
high,ORG,the_build_illinois_fund,82,2
high,ORG,the_build_illinois_fund_10,2,1
high,ORG,the_build_illinois_fund_11,1,1
high,ORG,the_build_illinois_fund_12,2,2
high,ORG,the_build_illinois_fund_15,1,1
high,ORG,the_build_illinois_fund_17,1,1
high,ORG,the_build_illinois_fund_18,1,1
high,ORG,the_build_illinois_fund_19,1,1
high,ORG,the_build_illinois_fund_2,1,1
high,ORG,the_build_illinois_fund_20,4,2
high,ORG,the_build_illinois_fund_22,1,1
high,ORG,the_build_illinois_fund_24,2,2
high,ORG,the_build_illinois_fund_25,1,1
high,ORG,the_build_illinois_fund_4,2,1
high,ORG,the_build_illinois_fund_6,1,1
high,ORG,the_build_illinois_fund_7,1,1
high,ORG,the_build_illinois_fund_9,2,1
high,ORG,the_build_illinois_fund_hb2806,1,1
high,ORG,the_build_illinois_fund_hb2806_-,1,1
high,ORG,the_build_illinois_hb2806_-_147_-_lrb103_26186_hlh_52545,1,1
high,ORG,the_build_illinois_hb2806_-_64_-_lrb103_26186_hlh_52545,1,1
high,ORG,the_bureau_for_children_with_medical_handicaps,1,1
high,ORG,the_bureau_for_private_postsecondary_education,1,1
high,ORG,the_bureau_medical_section,2,1
high,ORG,the_bureau_of_70_labor_statistics,2,2
high,ORG,the_bureau_of_71_labor_statistics,2,2
high,ORG,the_bureau_of_alcohol,2,2
high,ORG,the_bureau_of_cannabis_investigations_and_enforcement,1,1
high,ORG,the_bureau_of_criminal_identification,4,3
high,ORG,"the_bureau_of_diversity_,_inclusion_and_small_business_opportunity",1,1
high,ORG,the_bureau_of_health_workforce,4,2
high,ORG,the_bureau_of_labor,1,1
high,ORG,the_bureau_of_labor_10,1,1
high,ORG,the_bureau_of_labor_18_statistics_of_the_united_states_department_of_labor,1,1
high,ORG,the_bureau_of_labor_6_statistics_',4,4
high,ORG,the_bureau_of_labor_statistics,10,5
high,ORG,the_bureau_of_labor_statistics_',16,6
high,ORG,the_bureau_of_labor_statistics_of_6_the_united_states_department_of_labor,2,2
high,ORG,the_bureau_of_labor_statistics_of_the_7_united_states_department_of_labor,2,2
high,ORG,the_bureau_of_motor,3,2
high,ORG,the_bureau_of_motor_vehicles,4,1
high,ORG,the_bureau_of_services,1,1
high,ORG,the_bureau_of_the_18_budget,1,1
high,ORG,the_bureau_of_the_24_budget,1,1
high,ORG,the_bureau_of_the_26_budget,1,1
high,ORG,the_bureau_of_the_2_budget,2,2
high,ORG,the_bureau_of_the_8_budget,1,1
high,ORG,the_bureau_of_the_budget,2,2
high,ORG,the_bureau_of_workers,1,1
high,ORG,the_bureau_of_workers_',7,4
high,ORG,the_bureau_or_commission,1,1
high,ORG,"the_business_15_enterprise_for_minorities_,_women",1,1
high,ORG,"the_business_22_enterprise_for_minorities_,_women",1,1
high,ORG,the_business_and_professions,28,8
high,ORG,the_business_and_professions_code,51,11
high,ORG,the_business_enterprise_13_program,1,1
high,ORG,the_business_enterprise_17_council,1,1
high,ORG,the_business_enterprise_18_council,1,1
high,ORG,the_business_enterprise_2_program,1,1
high,ORG,the_business_enterprise_council,2,2
high,ORG,the_business_enterprise_program,2,2
high,ORG,the_business_enterprise_program_7,1,1
high,ORG,the_bylaws_and_rules_of_the_commission,6,3
high,ORG,the_california_alliance_of_child_and_family_services,2,1
high,ORG,the_california_behavioral_health_directors_association,2,1
high,ORG,the_california_behavioral_health_planning_council,10,9
high,ORG,the_california_children_’s_services_program,1,1
high,ORG,the_california_commission_on_aging,2,2
high,ORG,the_california_community_-_based_behavioral_health_outcomes_and_accountability_review,2,1
high,ORG,the_california_community_care_facilities_act,2,2
high,ORG,the_california_community_colleges,5,2
high,ORG,the_california_department_of_aging,3,3
high,ORG,the_california_department_of_tax_and_fee_administration,3,1
high,ORG,the_california_emergency_solutions_grant_program,1,1
high,ORG,the_california_ethical_treatment_for_persons_with_addiction_act,2,1
high,ORG,the_california_external_quality_review_organization,1,1
high,ORG,the_california_health_and_human_services_agency,21,12
high,ORG,"the_california_health_and_human_services_agency_,_services",1,1
high,ORG,the_california_health_facilities_financing_authority,1,1
high,ORG,the_california_housing_finance_agency,1,1
high,ORG,the_california_institution_for_men,1,1
high,ORG,the_california_interagency_council_on_homelessness,1,1
high,ORG,the_california_lifeline_program,1,1
high,ORG,the_california_medi_-_cal_2020_demonstration,2,2
high,ORG,the_california_medical_assistance_program,3,3
high,ORG,the_california_medical_facility,1,1
high,ORG,the_california_men_’s_colony,1,1
high,ORG,the_california_mental_health_and_substance_use_disorder_treatment_patient_safety_and_fairness_act,1,1
high,ORG,the_california_mental_health_parity_act,2,2
high,ORG,the_california_mental_health_services_oversight_and_accountability_commission,1,1
high,ORG,the_california_public_records_act,1,1
high,ORG,the_california_public_utilities_commission,1,1
high,ORG,the_california_residential_substance_use_disorder_treatment_patient_safety_and_fairness_act,1,1
high,ORG,the_california_school_for_the_blind,1,1
high,ORG,the_california_school_for_the_deaf,1,1
high,ORG,the_california_society_of_addiction_medicine,2,1
high,ORG,the_california_state_university,5,2
high,ORG,the_california_tax_credit_allocation_committee,1,1
high,ORG,the_california_uniform_controlled_substances_act,3,1
high,ORG,the_california_victim_compensation_board,3,2
high,ORG,the_california_work_opportunity_and_responsibility_to_kids_(_calworks,1,1
high,ORG,the_california_workforce_development_board,1,1
high,ORG,the_california_youth_mental_health_board,2,1
high,ORG,the_canadian_association_of_schools_1222_of_social_work,1,1
high,ORG,the_canadian_association_of_schools_1775_of_social_work,1,1
high,ORG,the_canadian_association_of_schools_of_1770_social_work,1,1
high,ORG,the_cancer_center,1,1
high,ORG,the_cancer_prevention_and_research_institute_of_texas,1,1
high,ORG,the_cannabis_business_development_fund,12,1
high,ORG,the_cannabis_control_act,6,5
high,ORG,the_cannabis_control_board,1,1
high,ORG,the_cannabis_purchaser_excise_tax_law,5,3
high,ORG,the_cannabis_purchaser_excise_tax_law_17,2,2
high,ORG,the_cannabis_purchaser_excise_tax_law_19,1,1
high,ORG,the_cannabis_purchaser_excise_tax_law_2,1,1
high,ORG,the_cannabis_purchaser_excise_tax_law_3,2,2
high,ORG,the_cannabis_purchaser_excise_tax_law_4,2,2
high,ORG,the_cannabis_purchaser_excise_tax_law_5,1,1
high,ORG,the_cannabis_purchaser_excise_tax_law_6,1,1
high,ORG,the_cannabis_purchaser_excise_tax_law_7,1,1
high,ORG,the_cannabis_regulatory_control_act,1,1
high,ORG,the_cannabis_regulatory_control_board,9,1
high,ORG,the_cannabis_regulatory_fund,1,1
high,ORG,the_cannabis_revenue_fund,14,1
high,ORG,the_capital_development_board,4,2
high,ORG,the_capital_improvement_fund,2,2
high,ORG,the_capital_projects_15_fund,1,1
high,ORG,the_capital_projects_20_fund,1,1
high,ORG,the_capital_projects_23_fund,1,1
high,ORG,the_capital_projects_25_fund,2,2
high,ORG,the_capital_projects_4_fund,1,1
high,ORG,the_capital_projects_7_fund,1,1
high,ORG,the_capital_projects_fund,8,2
high,ORG,the_capitol_square_review,1,1
high,ORG,the_care_management_organization,1,1
high,ORG,the_care_of_students_with_diabetes_act,2,1
high,ORG,the_census_bureau,1,1
high,ORG,the_center_for_medicare,1,1
high,ORG,the_center_for_minority_health_services,2,2
high,ORG,the_center_for_rural_pennsylvania,1,1
high,ORG,the_center_for_substance_abuse_19_treatment,2,2
high,ORG,the_center_for_substance_abuse_treatment,5,5
high,ORG,the_center_for_suicide_awareness,8,2
high,ORG,the_centers_10,1,1
high,ORG,the_centers_12,2,2
high,ORG,the_centers_13,1,1
high,ORG,the_centers_3,1,1
high,ORG,the_centers_7_for,3,3
high,ORG,the_centers_8,1,1
high,ORG,the_centers_9_for_disease_control_and_prevention_or,2,2
high,ORG,the_centers_for_disease_control,14,11
high,ORG,the_centers_for_disease_control_4_and_prevention_or_illinois_department_of_public_health,1,1
high,ORG,the_centers_for_disease_control_and_prevention,5,3
high,ORG,the_centers_for_disease_control_and_prevention_of_the,1,1
high,ORG,the_centers_for_medicare,66,31
high,ORG,the_central_and_southern_florida_2040_flood_control_project,1,1
high,ORG,the_central_and_southern_florida_2052_flood_control_project,1,1
high,ORG,the_central_and_southern_florida_2122_flood_control_project,1,1
high,ORG,the_central_and_southern_florida_2134_flood_control_project,1,1
high,ORG,the_central_and_southern_florida_flood_control_project,1,1
high,ORG,the_certification_15_review_panel,2,2
high,ORG,the_certification_7_review_panel,1,1
high,ORG,the_certification_board_for_music_therapists,1,1
high,ORG,the_certification_review_panel,1,1
high,ORG,the_certified_community_behavioral_9_health_clinic,1,1
high,ORG,the_chagrin_falls,2,2
high,ORG,the_chair_of_the_commission,3,3
high,ORG,the_charitable_10_trust_act,1,1
high,ORG,the_charitable_trust_act,1,1
high,ORG,the_charter_23_schools_law,1,1
high,ORG,the_chicago_board_of_education,2,2
high,ORG,the_chicago_department_on_aging_9,1,1
high,ORG,the_chicago_metropolitan_statistical_area,2,2
high,ORG,the_chicago_public_schools_(_cps,11,11
high,ORG,the_chief_24_medical_officer,1,1
high,ORG,the_chief_justice,1,1
high,ORG,the_chief_medical_coordinator,1,1
high,ORG,the_chief_procurement_officer,2,2
high,ORG,the_child_13_care_act,1,1
high,ORG,the_child_abuse_5_council_of_the_quad_cities,1,1
high,ORG,the_child_abuse_council_of_the_quad_cities_4_fund,1,1
high,ORG,the_child_abuse_council_of_the_quad_cities_fund,1,1
high,ORG,the_child_abuse_hb2795_-,1,1
high,ORG,the_child_abuse_prevention,2,2
high,ORG,the_child_advocate,14,3
high,ORG,the_child_advocate_'s,1,1
high,ORG,the_child_care_11_act,1,1
high,ORG,the_child_care_2_act,1,1
high,ORG,the_child_care_3_act,1,1
high,ORG,the_child_care_act,7,6
high,ORG,the_child_care_act_4_of_1969,1,1
high,ORG,the_child_care_and_development_services_act,1,1
high,ORG,the_child_care_and_developmental_services_act,1,1
high,ORG,the_child_health_and_disability_prevention_(_chdp_)_program,1,1
high,ORG,the_child_health_and_disability_prevention_program,1,1
high,ORG,the_child_health_plus_program,2,2
high,ORG,the_children_'s,13,7
high,ORG,the_children_'s_behavioral_11_health_transformation_officer,2,2
high,ORG,the_children_'s_behavioral_health_2_transformation_initiative,2,2
high,ORG,the_children_'s_behavioral_health_8_transformation_initiative,2,2
high,ORG,the_children_'s_behavioral_health_transformation_initiative,2,2
high,ORG,the_children_'s_behavioral_health_transformation_team,4,2
high,ORG,the_children_'s_health_insurance_program,11,11
high,ORG,the_children_'s_health_insurance_program_act,1,1
high,ORG,the_children_'s_medical_services,1,1
high,ORG,the_children_'s_mental_health_partnership,4,2
high,ORG,the_children_'s_mental_health_plan,2,2
high,ORG,the_children_and_family_services_act,13,9
high,ORG,the_children_and_youth_behavioral_health_initiative,1,1
high,ORG,the_children_and_youth_committee,7,4
high,ORG,the_children_’s_civil_commitment_and_mental_health_treatment_act,4,2
high,ORG,the_children_’s_medical_655_services_early_intervention_program,1,1
high,ORG,the_children_’s_medical_services,4,3
high,ORG,the_children_’s_mental_health_services_act,5,5
high,ORG,the_circuit_22_court,1,1
high,ORG,the_circuit_9_court,1,1
high,ORG,the_circuit_court,3,3
high,ORG,the_circuit_court_clerk_operation_and,1,1
high,ORG,the_circuit_court_clerk_operation_and_administrative_fund,1,1
high,ORG,the_city_legislative_authority,1,1
